驗證Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,盤後驗證結果,驗證狀態,驗證時間,首次價格,驗證價格,目前報酬%,驗證報酬%,最高報酬%,最大回撤%,驗證最高報酬%,驗證最大回撤%,AI總分,風險分,左側低吸分,盤中資金分,漲停前兆分,即時入場分,左側試單價,防守停損,右側加碼價,追價上限,停損距離%,資料來源,同步來源,狀態歷程
2026-08-19_2408,2026-08-19,16:04:25,2408,南亞科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,483.25,481.0,-0.47,-0.47,1.03,-0.52,1.03,-0.52,58.2,30.0,65.0,28.6,0,38.6,480.00,472.80,494.50,489.66,1.7,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3037,2026-08-19,16:04:25,3037,欣興,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1097.5,1130.0,2.96,2.96,2.96,-0.46,2.96,-0.46,78.8,50.0,55.0,57.8,0,44.8,1113.05,1096.35,1165.00,1150.34,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2454,2026-08-19,16:04:25,2454,聯發科,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,3832.5,3845.0,0.33,0.33,0.78,0,0.78,0,23.8,20.0,55.0,50.9,0,39.4,3787.32,3730.51,3910.00,3914.21,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2344,2026-08-19,16:04:25,2344,華邦電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,166.25,168.0,1.05,1.05,1.2,-0.45,1.2,-0.45,37.5,20.0,55.0,35.7,0,35.5,165.48,163.00,169.50,171.02,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3189,2026-08-19,16:04:25,3189,景碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,855.5,849.0,-0.76,-0.76,0.58,-1.81,0.58,-1.81,45.8,20.0,55.0,47.6,0,40.5,836.26,823.72,902.00,864.28,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2059,2026-08-19,16:04:25,2059,川湖,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,14347.5,14095.0,-1.76,-1.76,0.19,-1.76,0.19,-1.76,50.0,30.0,55.0,37.4,0,37.3,13895.00,13686.57,14500.00,14348.71,2.9,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2327,2026-08-19,16:04:25,2327,國巨*,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,571.5,576.0,0.79,0.79,1.22,-0.87,1.22,-0.87,15.5,20.0,55.0,55,0,40.0,567.36,558.85,590.00,586.37,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2308,2026-08-19,16:04:25,2308,台達電,中大型資金股,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1762.5,1765.0,0.14,0.14,0.43,-0.57,0.43,-0.57,32.0,20.0,55.0,42.9,0,37.5,1740.00,1713.90,1800.00,1796.77,2.9,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3008,2026-08-19,16:04:25,3008,大立光,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,5340.0,5550.0,3.93,3.93,5.43,-0.61,5.43,-0.61,75.5,20.0,45.2,82.6,39.3,60.1,5466.75,5384.75,5720.00,5649.90,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 🔴 已過熱 / 等回測 → 👀 前兆出現
2026-08-19_4958,2026-08-19,16:04:25,4958,臻鼎-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,457.25,457.0,-0.05,-0.05,1.09,-0.66,1.09,-0.66,23.8,20.0,55.0,40.6,0,35.9,451.00,444.24,476.50,465.23,2.79,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3653,2026-08-19,16:04:25,3653,健策,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,5387.5,5460.0,1.35,1.35,2.13,-0.88,2.13,-0.88,50.0,30.0,43.0,79.1,48.2,57.3,5378.10,5297.43,5540.00,5558.28,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 🔴 已過熱 / 等回測
2026-08-19_6770,2026-08-19,16:04:25,6770,力積電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,67.65,66.6,-1.55,-1.55,0,-1.55,0,-1.55,23.8,20.0,65.0,37.2,0,38.1,66.50,65.50,69.60,67.80,1.65,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2368,2026-08-19,16:04:25,2368,金像電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1047.5,1040.0,-0.72,-0.72,0.95,-1.67,0.95,-1.67,50.0,30.0,55.0,43.8,0,39.6,1024.40,1009.03,1095.00,1058.72,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3661,2026-08-19,16:04:25,3661,世芯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,3620.0,3630.0,0.28,0.28,1.17,-0.28,1.17,-0.28,23.8,20.0,55.0,35.8,0,34.2,3585.00,3531.22,3730.00,3695.34,2.72,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2455,2026-08-19,16:04:25,2455,全新,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,404.25,396.5,-1.92,-1.92,0.12,-3.28,0.12,-3.28,50.0,30.0,55.0,34.9,0,36.5,390.55,384.69,415.00,403.64,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_1303,2026-08-19,16:04:25,1303,南亞,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,189.75,187.5,-1.19,-1.19,1.05,-1.58,1.05,-1.58,60.0,30.0,65.0,38.0,0,42.0,186.00,183.21,197.00,190.88,2.29,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3443,2026-08-19,16:04:25,3443,創意,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,5377.5,5295.0,-1.53,-1.53,0,-2.28,0,-2.28,56.2,20.0,55.0,37.6,0,38.0,5230.00,5151.55,5530.00,5390.31,2.71,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_8046,2026-08-19,16:04:25,8046,南電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1197.5,1180.0,-1.46,-1.46,0,-3.97,0,-3.97,37.5,20.0,55.0,34.1,0,34.9,1162.30,1144.87,1280.00,1201.24,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2337,2026-08-19,16:04:25,2337,旺宏,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,117.25,119.0,1.49,1.49,1.49,0,1.49,0,50.0,30.0,55.0,45.2,0,40.1,117.22,115.46,120.50,121.14,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3450,2026-08-19,16:04:25,3450,聯鈞,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,551.5,567.0,2.81,2.81,3.26,-0.73,3.26,-0.73,50.0,30.0,55.0,46.7,0,40.6,558.50,550.12,593.00,577.21,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2317,2026-08-19,16:04:25,2317,鴻海,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,244.75,245.0,0.1,0.1,0.61,0,0.61,0,50.0,30.0,65.0,48.6,0,44.7,242.50,238.86,247.00,249.41,2.51,備援池,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2383,2026-08-19,16:04:25,2383,台光電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,5955.0,5880.0,-1.26,-1.26,0.21,-1.97,0.21,-1.97,58.2,30.0,55.0,34.0,0,37.0,5810.00,5722.85,6130.00,5985.84,2.67,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3711,2026-08-19,16:04:25,3711,日月光投控,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,587.5,588.0,0.09,0.09,0.34,-0.68,0.34,-0.68,23.8,20.0,55.0,47.6,0,38.3,579.18,570.49,596.00,598.58,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2301,2026-08-19,16:04:25,2301,光寶科,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,271.5,273.5,0.74,0.74,2.67,-0.09,2.67,-0.09,50.0,30.0,53.2,58.7,7.4,45.6,269.40,265.36,282.00,278.42,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3017,2026-08-19,16:04:25,3017,奇鋐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,3052.5,3095.0,1.39,1.39,3.11,-0.16,3.11,-0.16,37.5,20.0,49.7,65.6,21.2,48.3,3048.57,3002.84,3160.00,3150.71,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 👀 前兆出現
2026-08-19_2303,2026-08-19,16:04:25,2303,聯電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,115.25,115.5,0.22,0.22,0.87,-0.65,0.87,-0.65,50.0,30.0,55.0,43.2,0,39.4,113.77,112.06,117.00,117.58,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_6669,2026-08-19,16:04:25,6669,緯穎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,6325.0,6375.0,0.79,0.79,0.79,-1.15,0.79,-1.15,47.8,30.0,55.0,43.4,0,39.2,6279.38,6185.19,6426.00,6489.75,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3481,2026-08-19,16:04:25,3481,群創,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,46.98,46.75,-0.49,-0.49,1.15,-0.49,1.15,-0.49,23.8,20.0,65.0,32.8,0,36.6,46.30,45.61,48.05,47.59,2.44,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_8039,2026-08-19,16:04:25,8039,台虹,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,270.5,271.5,0.37,0.37,2.5,-0.83,2.5,-0.83,50.0,30.0,55.0,46.4,0,40.5,267.43,263.42,284.00,276.39,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2615,2026-08-19,16:04:25,2615,萬海,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,102.25,106.5,4.16,4.16,4.16,0,4.16,0,50.0,30.0,52.1,60.7,26.4,49.8,104.90,103.33,107.35,108.42,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6442,2026-08-19,16:04:25,6442,光聖,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1527.5,1530.0,0.16,0.16,2.45,-0.49,2.45,-0.49,50.0,30.0,55.0,38.6,0,37.7,1507.05,1484.44,1575.00,1557.54,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2634,2026-08-19,16:04:25,2634,漢翔,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,69.25,68.6,-0.94,-0.94,1.01,-0.94,1.01,-0.94,50.0,30.0,65.0,29.4,0,38.0,68.50,67.47,74.00,69.83,1.65,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3532,2026-08-19,16:04:25,3532,台勝科,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,346.5,356.5,2.89,2.89,2.96,-0.22,2.96,-0.22,50.0,30.0,55.0,41.4,0,38.8,351.15,345.88,369.50,362.92,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2603,2026-08-19,16:04:25,2603,長榮,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,236.75,240.5,1.58,1.58,1.58,-0.11,1.58,-0.11,50.0,30.0,52.9,59.2,23.4,48.9,236.89,233.34,242.42,244.83,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2345,2026-08-19,16:04:25,2345,智邦,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,2112.5,2125.0,0.59,0.59,0.71,-0.24,0.71,-0.24,50.0,30.0,55.0,37.0,0,37.2,2093.12,2061.72,2145.00,2163.25,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6446,2026-08-19,16:04:25,6446,藥華藥,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1392.5,1400.0,0.54,0.54,1.44,-0.36,1.44,-0.36,50.0,30.0,55.0,55,0,43.5,1379.00,1358.32,1435.00,1425.20,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3231,2026-08-19,16:04:25,3231,緯創,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,177.75,182.0,2.39,2.39,2.39,0,2.39,0,21.0,20.0,53.9,57.2,19.4,44.9,179.27,176.58,183.46,185.28,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_0050,2026-08-19,16:04:25,0050,元大台灣50,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,103.32,103.1,-0.21,-0.21,0.35,-0.31,0.35,-0.31,50.0,30.0,65.0,48.1,0,44.6,102.70,101.16,103.92,104.96,1.88,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_3665,2026-08-19,16:04:25,3665,貿聯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,2142.5,2200.0,2.68,2.68,2.68,-0.35,2.68,-0.35,50.0,30.0,55.0,37.8,0.7,37.6,2167.00,2134.49,2217.60,2239.60,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6531,2026-08-19,16:04:25,6531,愛普*,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,849.0,837.0,-1.41,-1.41,0,-1.88,0,-1.88,50.0,30.0,65.0,43.0,0,42.8,829.00,816.56,870.00,852.07,2.44,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2492,2026-08-19,16:04:25,2492,華新科,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,300.25,298.0,-0.75,-0.75,2.33,-1.17,2.33,-1.17,50.0,30.0,43.7,77.7,45.4,56.5,293.53,289.13,308.50,303.36,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測 → ⚪ 候選 / 觀察
2026-08-19_2481,2026-08-19,16:04:25,2481,強茂,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,138.0,136.5,-1.09,-1.09,0.91,-1.81,0.91,-1.81,50.0,30.0,65.0,46.4,0,44.0,135.00,132.97,148.00,138.96,2.59,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2359,2026-08-19,16:04:25,2359,所羅門,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,166.75,161.0,-3.45,-3.45,0.45,-4.05,0.45,-4.05,50.0,30.0,65.0,17.8,0,34.0,160.00,157.60,180.50,163.90,2.11,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2324,2026-08-19,16:04:25,2324,仁寶,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,38.17,39.3,2.96,2.96,2.96,0,2.96,0,37.5,20.0,55.0,42.2,0,37.8,38.71,38.13,39.61,40.01,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2449,2026-08-19,16:04:25,2449,京元電子,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,231.75,235.0,1.4,1.4,1.62,-0.22,1.62,-0.22,50.0,30.0,55.0,53.3,0,42.9,231.47,228.00,237.50,239.23,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2609,2026-08-19,16:04:25,2609,陽明,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,56.65,59.0,4.15,4.15,4.15,-0.18,4.15,-0.18,50.0,30.0,45.0,74.9,54.8,58.0,58.12,57.25,59.47,60.06,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 👀 前兆出現
2026-08-19_2376,2026-08-19,16:04:25,2376,技嘉,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,345.0,348.5,1.01,1.01,1.88,0,1.88,0,50.0,30.0,54.7,55.6,1.1,43.8,343.27,338.12,352.50,354.77,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_8021,2026-08-19,16:04:25,8021,尖點,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,402.25,393.5,-2.18,-2.18,0,-2.36,0,-2.36,50.0,30.0,65.0,40.3,0,41.9,391.00,385.13,413.00,400.58,2.13,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3167,2026-08-19,16:04:25,3167,大量,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,695.5,693.0,-0.36,-0.36,0,-100.0,0,-100.0,50.0,30.0,65.0,15.0,0,33.0,693.00,682.61,774.00,705.47,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 無有效報價
2026-08-19_00881,2026-08-19,16:04:25,00881,國泰台灣科技龍頭,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,48.59,48.54,-0.1,-0.1,0.66,-0.14,0.66,-0.14,50.0,30.0,65.0,47.4,0,44.3,48.20,47.48,48.98,49.41,2.18,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3042,2026-08-19,16:04:25,3042,晶技,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,179.75,186.0,3.48,3.48,4.45,0,4.45,0,50.0,30.0,46.6,71.8,33.6,53.2,183.21,180.46,190.50,189.35,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 👀 前兆出現
2026-08-19_2357,2026-08-19,16:04:25,2357,華碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,898.5,925.0,2.95,2.95,2.95,0,2.95,0,50.0,30.0,51.7,61.6,28.2,50.3,911.12,897.45,932.40,941.65,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2360,2026-08-19,16:04:25,2360,致茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,2102.5,2120.0,0.83,0.83,1.9,-0.59,1.9,-0.59,50.0,30.0,55.0,22.9,0,32.3,2088.20,2056.88,2235.00,2158.16,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3006,2026-08-19,16:04:25,3006,晶豪科,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,238.75,245.5,2.83,2.83,2.83,-0.42,2.83,-0.42,50.0,30.0,55.0,51.0,6.9,43.5,241.82,238.19,247.46,249.92,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2409,2026-08-19,16:04:25,2409,友達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,26.05,26.15,0.38,0.38,1.8,-0.19,1.8,-0.19,50.0,30.0,55.0,52.0,0,42.4,25.76,25.37,26.75,26.62,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6805,2026-08-19,16:04:25,6805,富世達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1825.0,1800.0,-1.37,-1.37,0.68,-2.74,0.68,-2.74,50.0,30.0,55.0,12.4,0,28.6,1773.00,1746.40,1935.00,1832.40,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3406,2026-08-19,16:04:25,3406,玉晶光,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,688.0,657.0,-4.51,-4.51,0,-5.31,0,-5.31,50.0,30.0,65.0,38.6,0,41.3,651.00,641.24,705.00,668.83,2.4,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_7769,2026-08-19,16:04:25,7769,鴻勁,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,6585.0,6445.0,-2.13,-2.13,0,-2.13,0,-2.13,50.0,30.0,55.0,40.1,0,38.3,6348.32,6253.10,6705.00,6561.01,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2464,2026-08-19,16:04:25,2464,盟立,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,182.75,181.5,-0.68,-0.68,0,-1.5,0,-1.5,50.0,30.0,51.1,62.9,15.8,48.0,178.78,176.10,190.00,184.77,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3533,2026-08-19,16:04:25,3533,嘉澤,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1602.5,1620.0,1.09,1.09,1.09,0,1.09,0,50.0,30.0,55.0,43.8,12.5,42.1,1595.70,1571.76,1632.96,1649.16,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6239,2026-08-19,16:04:25,6239,力成,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,261.75,262.5,0.29,0.29,0.76,-1.34,0.76,-1.34,50.0,30.0,55.0,50.5,0,41.9,258.56,254.68,267.50,267.23,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2885,2026-08-19,16:04:25,2885,元大金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,62.35,62.5,0.24,0.24,0.56,-0.24,0.56,-0.24,50.0,30.0,65.0,45.6,0,43.7,62.10,61.17,63.90,63.62,2.13,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
