驗證Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,盤後驗證結果,驗證狀態,驗證時間,首次價格,驗證價格,目前報酬%,驗證報酬%,最高報酬%,最大回撤%,驗證最高報酬%,驗證最大回撤%,AI總分,風險分,左側低吸分,盤中資金分,漲停前兆分,即時入場分,左側試單價,防守停損,右側加碼價,追價上限,停損距離%,資料來源,同步來源,狀態歷程
2026-08-19_2881,2026-08-19,16:04:25,2881,富邦金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,128.25,128.5,0.19,0.19,0.78,0,0.78,0,50.0,30.0,65.0,51.9,0,45.9,127.50,125.59,129.53,130.81,2.26,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6451,2026-08-19,16:04:25,6451,訊芯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,425.25,414.0,-2.65,-2.65,0.29,-2.65,0.29,-2.65,50.0,30.0,55.0,48.4,0,41.2,407.79,401.67,457.50,421.45,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6505,2026-08-19,16:04:25,6505,台塑化,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,70.25,70.2,-0.07,-0.07,1.14,-0.07,1.14,-0.07,50.0,30.0,65.0,45.0,0,43.5,70.10,69.05,73.00,71.46,1.64,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_00878,2026-08-19,16:04:25,00878,國泰永續高股息,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,32.08,32.3,0.69,0.69,0.94,0,0.94,0,50.0,30.0,65.0,54.0,13.0,49.2,31.92,31.44,32.56,32.88,2.66,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6515,2026-08-19,16:04:25,6515,穎崴,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,6292.5,6370.0,1.23,1.23,1.99,-0.2,1.99,-0.2,50.0,30.0,53.3,48.5,7.0,42.0,6274.45,6180.33,6500.00,6484.66,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_8996,2026-08-19,16:04:25,8996,高力,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1122.5,1135.0,1.11,1.11,1.11,0,1.11,0,50.0,30.0,55.0,31.4,0,35.2,1117.97,1101.20,1155.00,1155.43,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_8261,2026-08-19,16:04:25,8261,富鼎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,186.75,183.5,-1.74,-1.74,0.54,-2.14,0.54,-2.14,50.0,30.0,55.0,48.6,0,41.2,180.75,178.04,202.00,186.80,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_8150,2026-08-19,16:04:25,8150,南茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,86.75,87.3,0.63,0.63,1.5,-0.35,1.5,-0.35,50.0,30.0,55.0,46.9,0,40.7,85.99,84.70,88.60,88.87,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2395,2026-08-19,16:04:25,2395,研華,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,703.0,694.0,-1.28,-1.28,0,-2.63,0,-2.63,50.0,30.0,50.6,63.8,17.7,48.6,683.59,673.34,704.00,706.49,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_00929,2026-08-19,16:04:25,00929,復華台灣科技優息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,28.23,28.52,1.03,1.03,1.17,0,1.17,0,50.0,30.0,54.8,55.4,15.9,46.8,28.09,27.67,28.75,29.03,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6672,2026-08-19,16:04:25,6672,騰輝電子-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,283.75,284.0,0.09,0.09,1.59,-0.35,1.59,-0.35,50.0,30.0,55.0,49.4,0,41.6,280.00,275.80,293.00,289.11,2.89,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_2887,2026-08-19,16:04:25,2887,台新新光金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,36.33,36.4,0.19,0.19,0.8,-0.58,0.8,-0.58,50.0,30.0,65.0,49.6,0,45.1,36.00,35.46,36.85,37.06,2.58,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2377,2026-08-19,16:04:25,2377,微星,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,145.75,146.5,0.51,0.51,1.03,0,1.03,0,50.0,30.0,55.0,51.0,0,42.1,144.50,142.33,148.00,149.14,2.85,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2486,2026-08-19,16:04:25,2486,一詮,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,232.25,235.0,1.18,1.18,2.8,-0.22,2.8,-0.22,50.0,30.0,55.0,55,0,43.5,231.47,228.00,246.50,239.23,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_7750,2026-08-19,16:04:25,7750,新代,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,2372.5,2515.0,6.01,6.01,6.74,-0.11,6.74,-0.11,50.0,30.0,53.0,49.0,8.0,42.3,2477.28,2440.12,2540.00,2560.27,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6139,2026-08-19,16:04:25,6139,亞翔,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,774.5,766.0,-1.1,-1.1,0,-1.23,0,-1.23,50.0,30.0,65.0,46.8,0,44.1,763.00,751.55,794.00,779.79,1.89,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_2886,2026-08-19,16:04:25,2886,兆豐金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,46.62,47.05,0.92,0.92,0.92,0,0.92,0,50.0,30.0,54.4,56.3,17.6,47.2,46.34,45.64,47.43,47.90,3.0,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2412,2026-08-19,16:04:25,2412,中華電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,136.25,136.0,-0.18,-0.18,0,-0.18,0,-0.18,50.0,30.0,65.0,52.1,0,46.0,136.00,133.96,137.09,138.45,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_2884,2026-08-19,16:04:25,2884,玉山金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,38.1,37.8,-0.79,-0.79,0.34,-0.79,0.34,-0.79,50.0,30.0,65.0,51.8,0,45.9,37.75,37.18,38.50,38.48,1.64,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6213,2026-08-19,16:04:25,6213,聯茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,471.0,484.0,2.76,2.76,6.16,-0.21,6.16,-0.21,50.0,30.0,55.0,51.7,0,42.4,476.74,469.59,500.00,492.71,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_8210,2026-08-19,16:04:25,8210,勤誠,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1007.5,985.0,-2.23,-2.23,0,-2.38,0,-2.38,50.0,30.0,65.0,29.4,0,38.0,981.00,966.28,1035.00,1002.73,1.9,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_1802,2026-08-19,16:04:25,1802,台玻,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,55.3,57.1,3.25,3.25,3.25,0,3.25,0,50.0,30.0,52.9,59.2,23.5,48.9,56.24,55.40,57.56,58.13,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2891,2026-08-19,16:04:25,2891,中信金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,65.05,64.9,-0.23,-0.23,0.23,-0.38,0.23,-0.38,50.0,30.0,65.0,45.4,0,43.6,64.70,63.73,66.40,66.07,1.8,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_2379,2026-08-19,16:04:25,2379,瑞昱,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,737.5,738.0,0.07,0.07,0.75,-0.41,0.75,-0.41,50.0,30.0,46.2,72.5,35.0,53.6,726.93,716.03,746.00,751.28,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 👀 前兆出現
2026-08-19_6414,2026-08-19,16:04:25,6414,樺漢,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,408.5,408.5,0.0,0.0,1.47,-0.37,1.47,-0.37,50.0,30.0,45.2,74.5,39.0,54.7,402.37,396.33,416.50,415.85,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 🔴 已過熱 / 等回測 → 👀 前兆出現
2026-08-19_0056,2026-08-19,16:04:25,0056,元大高股息,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,51.73,52.0,0.52,0.52,0.75,0,0.75,0,50.0,30.0,65.0,49.7,4.4,46.0,51.50,50.73,52.42,52.94,2.44,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2883,2026-08-19,16:04:25,2883,凱基金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,30.52,30.4,-0.39,-0.39,0.49,-0.46,0.49,-0.46,50.0,30.0,65.0,47.9,0,44.5,30.30,29.85,30.85,30.95,1.81,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_5434,2026-08-19,16:04:25,5434,崇越,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,534.0,530.0,-0.75,-0.75,0.56,-0.84,0.56,-0.84,50.0,30.0,65.0,28.4,0,37.7,528.00,520.08,565.00,539.54,1.87,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2049,2026-08-19,16:04:25,2049,上銀,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,375.5,367.0,-2.26,-2.26,0.47,-2.53,0.47,-2.53,50.0,30.0,55.0,53.9,0,43.1,361.50,356.08,378.00,373.61,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2426,2026-08-19,16:04:25,2426,鼎元,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,67.15,68.0,1.27,1.27,1.27,-0.45,1.27,-0.45,50.0,30.0,52.3,60.4,10.7,46.6,66.98,65.98,68.80,69.22,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_1326,2026-08-19,16:04:25,1326,台化,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,57.75,56.7,-1.82,-1.82,0.35,-1.82,0.35,-1.82,50.0,30.0,65.0,36.8,0,40.6,56.60,55.75,59.30,57.72,1.68,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_3044,2026-08-19,16:04:25,3044,健鼎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,491.5,480.5,-2.24,-2.24,0,-2.29,0,-2.29,50.0,30.0,55.0,48.4,0,41.2,473.29,466.19,501.00,489.15,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2882,2026-08-19,16:04:25,2882,國泰金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,98.1,98.3,0.2,0.2,0.36,0,0.36,0,50.0,30.0,65.0,51.4,0,45.7,98.00,96.53,99.20,100.07,1.8,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_2467,2026-08-19,16:04:25,2467,志聖,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,547.0,547.0,0.0,0.0,0.27,-1.28,0.27,-1.28,50.0,30.0,55.0,33.0,0,35.8,538.79,530.71,566.00,556.85,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_7610,2026-08-19,16:04:25,7610,聯友金屬-創,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1680.0,1605.0,-4.46,-4.46,0.3,-5.21,0.3,-5.21,50.0,30.0,55.0,14.0,0,29.1,1585.00,1561.22,1725.00,1633.89,2.73,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-08-19_3605,2026-08-19,16:04:25,3605,宏致,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,118.0,119.0,0.85,0.85,1.06,-1.06,1.06,-1.06,50.0,30.0,55.0,48.4,0,41.2,117.22,115.46,122.50,121.14,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2892,2026-08-19,16:04:25,2892,第一金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,33.62,33.6,-0.06,-0.06,0.33,-0.3,0.33,-0.3,50.0,30.0,65.0,53.8,0,46.6,33.30,32.80,33.87,34.20,2.38,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6415,2026-08-19,16:04:25,6415,矽力*-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,444.25,440.0,-0.96,-0.96,0.34,-1.07,0.34,-1.07,50.0,30.0,55.0,40.1,0,38.3,433.40,426.90,448.00,447.92,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2404,2026-08-19,16:04:25,2404,漢唐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1097.5,1095.0,-0.23,-0.23,0.91,-0.23,0.91,-0.23,50.0,30.0,55.0,37.8,0,37.5,1078.58,1062.40,1115.00,1114.71,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2880,2026-08-19,16:04:25,2880,華南金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,39.23,39.0,-0.59,-0.59,0.38,-1.02,0.38,-1.02,50.0,30.0,65.0,48.0,0,44.5,38.65,38.07,39.70,39.70,2.38,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_3034,2026-08-19,16:04:25,3034,聯詠,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,520.5,534.0,2.59,2.59,2.69,-0.1,2.69,-0.1,50.0,30.0,43.5,78.0,60.9,59.7,525.99,518.10,538.27,543.61,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_00919,2026-08-19,16:04:25,00919,群益台灣精選高息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,30.2,30.39,0.63,0.63,0.76,0,0.76,0,50.0,30.0,64.7,55.6,16.3,50.4,30.05,29.60,30.63,30.94,2.6,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2356,2026-08-19,16:04:25,2356,英業達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,63.75,65.2,2.27,2.27,2.27,0,2.27,0,50.0,30.0,54.1,56.8,18.7,47.6,64.22,63.26,65.72,66.37,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_6257,2026-08-19,16:04:25,6257,矽格,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,196.75,199.5,1.4,1.4,1.65,-0.13,1.65,-0.13,50.0,30.0,55.0,55,0,43.5,196.51,193.56,201.10,203.09,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_1727,2026-08-19,16:04:25,1727,中華化,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,90.3,92.7,2.66,2.66,2.66,-2.16,2.66,-2.16,50.0,30.0,46.9,71.2,32.3,52.8,91.31,89.94,95.80,94.37,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認 → 👀 前兆出現
2026-08-19_8028,2026-08-19,16:04:25,8028,昇陽半導體,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,247.75,247.0,-0.3,-0.3,0.4,-0.71,0.4,-0.71,50.0,30.0,55.0,52.6,0,42.7,243.29,239.64,253.00,251.45,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_6409,2026-08-19,16:04:25,6409,旭隼,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,1002.5,1030.0,2.74,2.74,2.74,0,2.74,0,50.0,30.0,55.0,31.8,0,35.4,1014.55,999.33,1055.00,1048.54,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_1560,2026-08-19,16:04:25,1560,中砂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,703.5,707.0,0.5,0.5,0.64,0,0.64,0,50.0,30.0,55.0,44.4,0,39.8,696.39,685.94,719.00,719.73,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2890,2026-08-19,16:04:25,2890,永豐金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,39.23,39.4,0.43,0.43,0.69,-0.15,0.69,-0.15,50.0,30.0,65.0,53.0,0,46.3,39.10,38.51,39.72,40.11,2.26,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_1301,2026-08-19,16:04:25,1301,台塑,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,57.1,56.8,-0.53,-0.53,0.7,-0.53,0.7,-0.53,50.0,30.0,65.0,40.7,0,42.0,56.80,55.95,58.40,57.82,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_2618,2026-08-19,16:04:25,2618,長榮航,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,41.42,41.6,0.43,0.43,0.43,-0.05,0.43,-0.05,50.0,30.0,55.0,52.1,0,42.5,41.05,40.43,41.93,42.35,2.81,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_1519,2026-08-19,16:04:25,1519,華城,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,709.0,718.0,1.27,1.27,1.27,0,1.27,0,50.0,30.0,53.9,47.2,19.5,44.3,707.23,696.62,723.74,730.92,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_009816,2026-08-19,16:04:25,009816,凱基台灣TOP50,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,15.09,15.11,0.13,0.13,0.46,0,0.46,0,50.0,30.0,65.0,49.8,4.5,46.1,15.00,14.78,15.23,15.38,2.18,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-08-19_4938,2026-08-19,16:04:25,4938,和碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,88.75,89.4,0.73,0.73,1.35,0,1.35,0,50.0,30.0,55.0,48.0,0,41.0,88.06,86.74,90.12,91.01,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_3702,2026-08-19,16:04:25,3702,大聯大,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,103.25,106.5,3.15,3.15,3.87,0,3.87,0,50.0,30.0,55.0,55,0,43.5,104.90,103.33,107.50,108.42,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_2351,2026-08-19,16:04:25,2351,順德,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,185.25,185.0,-0.13,-0.13,0,-0.67,0,-0.67,50.0,30.0,44.8,75.4,40.9,55.3,182.22,179.49,191.00,188.33,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_2451,2026-08-19,16:04:25,2451,創見,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,276.75,281.0,1.54,1.54,1.63,0,1.63,0,50.0,30.0,54.3,56.4,17.9,47.3,276.78,272.63,283.25,286.06,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3036,2026-08-19,16:04:25,3036,文曄,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,198.75,201.5,1.38,1.38,1.64,0,1.64,0,50.0,30.0,55.0,54.0,0,43.1,198.48,195.50,204.50,205.13,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_00891,2026-08-19,16:04:25,00891,中信關鍵半導體,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,33.22,33.12,-0.3,-0.3,0.51,-0.3,0.51,-0.3,50.0,30.0,65.0,46.0,0,43.9,32.87,32.38,33.50,33.72,2.23,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-08-19_8112,2026-08-19,16:04:25,8112,至上,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,89.65,91.0,1.51,1.51,2.01,0,2.01,0,50.0,30.0,53.4,58.1,6.2,45.3,89.64,88.30,91.80,92.64,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-08-19_3706,2026-08-19,16:04:25,3706,神達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-08-19 16:04:25,89.8,90.7,1.0,1.0,1.5,0,1.5,0,50.0,30.0,54.8,55.4,0.9,43.8,89.34,88.00,91.80,92.33,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
